source_id,target_id,dependency_type,lag_months,lag_weeks,lag_days,lag_hours
C2011-07_1,C2011-07_2,FS,0,1,1,0
C2011-07_2,C2011-07_3,FS,0,7,0,2
C2011-07_3,C2011-07_4,FS,0,0,0,0
C2011-07_4,C2011-07_5,FS,0,0,0,2
C2011-07_5,C2011-07_6,FS,0,0,0,0
C2011-07_6,C2011-07_7,FS,0,2,0,0
C2011-07_7,C2011-07_8,FS,0,3,0,0
C2011-07_8,C2011-07_9,FS,0,0,0,0
C2011-07_9,C2011-07_10,FS,0,1,1,4
C2011-07_10,C2011-07_11,FS,0,2,0,0
C2011-07_11,C2011-07_12,FS,0,3,0,0
C2011-07_12,C2011-07_13,FS,0,4,0,0
C2011-07_13,C2011-07_14,FS,0,3,0,0
C2011-07_14,C2011-07_15,FS,0,6,0,0
C2011-07_15,C2011-07_16,FS,0,0,0,0
C2011-07_16,C2011-07_17,FS,0,7,3,4
C2011-07_17,C2011-07_18,FS,0,6,0,0
C2011-07_18,C2011-07_19,FS,0,0,0,0
C2011-07_8,C2011-07_20,FS,0,1,0,0
C2011-07_20,C2011-07_21,FS,0,1,2,0
C2011-07_21,C2011-07_22,FS,0,2,0,0
C2011-07_22,C2011-07_23,FS,0,1,0,0
C2011-07_23,C2011-07_24,FS,0,0,2,0
C2011-07_24,C2011-07_25,FS,0,0,1,6
C2011-07_25,C2011-07_26,FS,0,0,0,0
C2011-07_26,C2011-07_27,FS,0,8,0,0
C2011-07_19,C2011-07_27,FS,0,0,4,4
C2011-07_27,C2011-07_28,FS,0,0,0,4
C2011-07_28,C2011-07_29,FS,0,0,0,0
C2011-07_28,C2011-07_30,FS,0,0,0,0
C2011-07_28,C2011-07_31,FS,0,0,0,0
C2011-07_31,C2011-07_32,FS,0,0,0,0
C2011-07_46,C2011-07_33,FS,0,0,0,0
C2011-07_28,C2011-07_34,FS,0,0,0,0
C2011-07_34,C2011-07_35,FS,0,4,4,0
C2011-07_29,C2011-07_36,FS,0,0,0,0
C2011-07_31,C2011-07_36,FS,0,0,0,0
C2011-07_36,C2011-07_37,FS,0,3,2,0
C2011-07_35,C2011-07_37,FF,0,1,0,0
C2011-07_30,C2011-07_38,FS,0,0,0,0
C2011-07_32,C2011-07_38,FS,0,0,0,0
C2011-07_37,C2011-07_38,FS,0,0,0,0
C2011-07_38,C2011-07_39,FS,0,0,0,0
C2011-07_39,C2011-07_40,FS,0,0,0,0
C2011-07_40,C2011-07_41,FS,0,0,0,0
C2011-07_41,C2011-07_42,FS,0,0,0,0
C2011-07_42,C2011-07_43,FS,0,0,0,0
C2011-07_30,C2011-07_44,FS,0,0,0,0
C2011-07_32,C2011-07_44,FS,0,0,0,0
C2011-07_37,C2011-07_44,FS,0,0,0,0
C2011-07_44,C2011-07_45,FS,0,2,0,0
C2011-07_43,C2011-07_46,FS,0,0,0,0
C2011-07_45,C2011-07_46,FS,0,0,0,0
C2011-07_33,C2011-07_47,FS,0,0,0,0
C2011-07_47,C2011-07_48,FS,0,0,4,2
C2011-07_48,C2011-07_49,FS,0,0,0,0
