source,target,type
1,2,FS
1,3,FS
3,4,FS
9,8,FS
7,9,FS
8,10,FS
20,11,FS
10,13,FS
13,14,FS
14,15,FS
10,18,FS
18,19,FS
19,20,FS
11,21,FS
20,23,FS
23,24,FS
24,25,FS
21,28,FS
28,29,FS
29,30,FS
30,31,FS
35,32,FS
31,34,FS
34,35,FS
35,36,FS
35,39,FS
39,40,FS
40,41,FS
41,42,FS
42,43,FS
43,44,FS
44,46,FS
25,51,FS
51,52,FS
52,53,FS
46,60,FS
62,63,FS
62,64,FS
63,65,FS
68,69,FS
69,70,FS
70,71,FS
71,72,FS
72,73,FS
73,74,FS
73,75,FS
75,76,FS
76,77,FS
77,78,FS
78,79,FS
68,81,FS
81,82,FS
81,83,FS
81,85,FS
85,86,FS
86,87,FS
87,88,FS
88,89,FS
89,90,FS
90,91,FS
86,93,FS
93,94,FS
87,95,FS
95,96,FS
96,97,FS
97,98,FS
98,99,FS
94,101,FS
101,102,FS
102,103,FS
103,104,FS
104,105,FS
105,106,FS
101,108,FS
108,109,FS
109,110,FS
110,111,FS
111,112,FS
112,113,FS
113,114,FS
68,116,FS
116,117,FS
117,118,FS
118,119,FS
119,120,FS
120,121,FS
121,122,FS
121,123,FS
123,124,FS
124,125,FS
125,126,FS
126,127,FS
127,128,FS
68,130,FS
130,131,FS
131,132,FS
132,133,FS
133,134,FS
134,135,FS
135,136,FS
135,137,FS
137,138,FS
138,139,FS
139,140,FS
140,141,FS
130,143,FS
143,144,FS
144,145,FS
145,146,FS
146,147,FS
147,148,FS
148,149,FS
148,150,FS
150,151,FS
151,152,FS
152,153,FS
153,154,FS
70,156,FS
156,157,FS
157,158,FS
158,159,FS
158,160,FS
160,161,FS
