source,target,type
1424,7,FS
827,8,FS
1557,9,FS
1558,10,FS
1564,11,FS
22,16,FS
8,18,FS
1631,19,FS
3,25,FS
3,27,FS
3,28,FS
27,29,FS
27,30,FS
27,31,FS
27,32,FS
28,33,FS
33,34,FS
29,35,FS
35,37,FS
37,38,FS
38,39,FS
35,40,FS
38,41,FS
41,42,FS
41,43,FS
45,46,FS
35,48,FS
35,49,FS
35,50,FS
35,51,FS
51,52,FS
52,53,FS
53,54,FS
54,55,FS
55,56,FS
56,57,FS
57,58,FS
45,59,FS
59,60,FS
60,61,FS
54,62,FS
62,63,FS
57,64,FS
3,67,FS
67,68,FS
68,69,FS
69,70,FS
70,71,FS
71,72,FS
72,73,FS
73,74,FS
73,75,FS
75,76,FS
76,77,FS
77,78,FS
77,79,FS
79,80,FS
79,81,FS
79,82,FS
82,83,FS
81,84,FS
86,87,FS
87,88,FS
88,89,FS
89,90,FS
90,91,FS
91,92,FS
91,93,FS
91,94,FS
94,95,FS
95,96,FS
88,98,FS
98,99,FS
99,100,FS
99,101,FS
101,102,FS
100,103,FS
103,104,FS
104,105,FS
102,106,FS
105,107,FS
107,108,FS
108,109,FS
107,110,FS
109,111,FS
110,112,FS
96,114,FS
114,115,FS
115,117,FS
117,118,FS
118,119,FS
115,120,FS
119,121,FS
115,123,FS
120,124,FS
118,125,FS
125,126,FS
126,127,FS
116,128,FS
128,129,FS
128,130,FS
129,131,FS
128,132,FS
132,133,FS
133,134,FS
126,135,FS
126,136,FS
136,137,FS
137,138,FS
135,139,FS
120,140,FS
140,141,FS
140,142,FS
142,143,FS
141,145,FS
138,146,FS
131,147,FS
147,148,FS
3,150,FS
150,151,FS
151,152,FS
3,153,FS
152,154,FS
154,155,FS
155,156,FS
156,157,FS
155,158,FS
157,159,FS
25,163,FS
3,165,FS
165,166,FS
166,167,FS
166,168,FS
166,169,FS
169,170,FS
169,171,FS
171,172,FS
172,173,FS
172,174,FS
173,175,FS
174,176,FS
176,177,FS
176,178,FS
178,179,FS
3,180,FS
180,181,FS
180,182,FS
182,183,FS
183,184,FS
184,185,FS
185,186,FS
186,187,FS
3,189,FS
189,190,FS
189,191,FS
191,192,FS
192,193,FS
189,194,FS
3,195,FS
195,196,FS
195,197,FS
197,198,FS
197,199,FS
198,200,FS
200,201,FS
201,202,FS
202,203,FS
202,204,FS
204,205,FS
195,206,FS
206,207,FS
207,208,FS
208,209,FS
209,210,FS
210,211,FS
35,214,FS
35,215,FS
3,216,FS
57,217,FS
216,218,FS
218,219,FS
227,221,FS
221,222,FS
218,225,FS
225,226,FS
218,227,FS
58,228,FS
227,230,FS
230,231,FS
231,232,FS
232,233,FS
222,235,FS
235,236,FS
236,237,FS
237,238,FS
239,240,FS
239,241,FS
242,243,FS
243,244,FS
244,246,FS
246,247,FS
247,248,FS
247,249,FS
249,250,FS
248,252,FS
252,253,FS
251,254,FS
254,255,FS
251,256,FS
262,260,FS
260,261,FS
216,262,FS
262,263,FS
260,264,FS
217,265,FS
267,266,FS
64,267,FS
3,269,FS
269,270,FS
270,272,FS
272,273,FS
273,274,FS
274,275,FS
275,276,FS
276,277,FS
3,279,FS
279,280,FS
280,281,FS
281,283,FS
283,284,FS
284,285,FS
285,287,FS
287,288,FS
3,290,FS
290,291,FS
3,292,FS
269,294,FS
294,295,FS
295,297,FS
297,298,FS
274,299,FS
299,300,FS
276,301,FS
301,302,FS
3,304,FS
304,305,FS
305,306,FS
306,308,FS
308,309,FS
309,310,FS
310,312,FS
312,313,FS
3,315,FS
315,316,FS
316,317,FS
3,319,FS
319,320,FS
320,322,FS
322,323,FS
323,324,FS
324,325,FS
325,326,FS
326,327,FS
3,329,FS
329,330,FS
330,331,FS
331,333,FS
333,334,FS
334,335,FS
335,337,FS
337,338,FS
3,340,FS
340,341,FS
341,342,FS
3,344,FS
344,345,FS
345,347,FS
347,348,FS
348,349,FS
349,350,FS
350,351,FS
351,352,FS
3,354,FS
354,355,FS
355,356,FS
356,358,FS
358,359,FS
359,360,FS
360,362,FS
362,363,FS
3,365,FS
365,366,FS
366,367,FS
3,369,FS
369,370,FS
370,372,FS
372,373,FS
373,374,FS
374,375,FS
375,376,FS
376,377,FS
3,379,FS
379,380,FS
380,381,FS
381,383,FS
383,384,FS
384,385,FS
385,387,FS
387,388,FS
3,390,FS
390,391,FS
