source,target,type
2,4,FS
4,5,FS
4,6,FS
6,8,FS
8,9,FS
8,10,FS
4,11,FS
4,12,FS
13,15,FS
15,16,FS
16,17,FS
2,26,FS
28,27,FS
25,28,FS
2,29,FS
30,31,FS
27,33,FS
33,34,FS
33,35,FS
35,36,FS
36,37,FS
33,40,FS
40,41,FS
41,42,FS
42,43,FS
43,44,FS
52,51,FS
51,53,FS
1,54,FS
29,55,FS
55,56,FS
56,57,FS
54,58,FS
54,59,FS
59,61,FS
54,62,FS
16,70,FS
70,71,FS
71,72,FS
71,73,FS
72,74,FS
72,75,FS
74,76,FS
74,77,FS
76,78,FS
88,89,FS
88,91,FS
76,93,FS
78,94,FS
78,95,FS
94,96,FS
94,97,FS
97,98,FS
88,99,FS
98,100,FS
62,116,FS
77,117,FS
117,118,FS
117,119,FS
118,120,FS
119,121,FS
120,122,FS
99,136,FS
136,137,FS
136,138,FS
121,139,FS
138,140,FS
205,151,FS
73,152,FS
152,153,FS
152,154,FS
152,155,FS
75,166,FS
166,167,FS
167,168,FS
168,169,FS
91,170,FS
201,202,FS
202,203,FS
203,204,FS
204,205,FS
205,206,FS
