source,target,type
132,4,FS
150,6,FS
148,7,FS
10,11,FS
11,12,FS
11,13,FS
13,15,FS
24,16,FS
13,17,FS
17,18,FS
18,19,FS
19,20,FS
20,21,FS
21,22,FS
22,23,FS
23,24,FS
24,25,FS
25,26,FS
26,27,FS
27,28,FS
27,30,FS
28,31,FS
31,32,FS
31,33,FS
33,34,FS
31,35,FS
32,36,FS
30,37,FS
36,38,FS
35,39,FS
36,40,FS
38,41,FS
46,42,FS
30,45,FS
45,46,FS
50,51,FS
51,52,FS
51,53,FS
53,54,FS
54,55,FS
55,56,FS
56,57,FS
57,58,FS
58,59,FS
59,60,FS
60,61,FS
61,62,FS
61,64,FS
62,65,FS
65,66,FS
65,67,FS
65,68,FS
66,69,FS
64,70,FS
69,71,FS
68,72,FS
69,73,FS
71,74,FS
79,75,FS
64,78,FS
78,79,FS
83,84,FS
84,85,FS
85,86,FS
86,87,FS
87,88,FS
88,89,FS
89,90,FS
90,91,FS
91,92,FS
92,93,FS
90,94,FS
90,96,FS
96,97,FS
94,98,FS
98,99,FS
99,100,FS
100,101,FS
97,102,FS
104,103,FS
93,104,FS
104,105,FS
105,106,FS
106,107,FS
107,108,FS
107,109,FS
114,110,FS
110,111,FS
96,113,FS
113,114,FS
117,118,FS
118,119,FS
121,122,FS
126,125,FS
127,126,FS
128,127,FS
129,128,FS
121,129,FS
131,132,FS
134,135,FS
135,136,FS
136,137,FS
137,138,FS
138,139,FS
134,140,FS
140,141,FS
141,142,FS
142,143,FS
143,144,FS
144,145,FS
145,146,FS
146,147,FS
149,148,FS
141,149,FS
147,150,FS
152,153,FS
