source,target,type
802,4,FS
833,5,FS
720,6,FS
765,7,FS
9,11,FS
11,12,FS
12,13,FS
13,14,FS
14,15,FS
12,16,FS
16,18,FS
18,19,FS
19,21,FS
21,22,FS
16,25,FS
16,26,FS
12,27,FS
16,28,FS
28,29,FS
27,30,FS
28,32,FS
29,35,FS
35,36,FS
36,37,FS
37,38,FS
38,39,FS
39,40,FS
40,41,FS
41,42,FS
42,43,FS
43,44,FS
48,49,FS
49,50,FS
50,51,FS
51,52,FS
52,53,FS
53,54,FS
54,55,FS
55,56,FS
56,57,FS
57,58,FS
58,59,FS
59,60,FS
60,61,FS
61,62,FS
61,63,FS
59,64,FS
59,65,FS
59,66,FS
59,67,FS
74,68,FS
68,69,FS
69,70,FS
74,71,FS
65,73,FS
67,74,FS
74,75,FS
75,76,FS
74,77,FS
74,79,FS
77,80,FS
79,81,FS
72,83,FS
88,89,FS
89,90,FS
89,91,FS
91,92,FS
91,93,FS
93,94,FS
94,95,FS
95,96,FS
88,99,FS
99,100,FS
100,101,FS
100,102,FS
102,103,FS
102,104,FS
104,105,FS
105,106,FS
106,107,FS
88,110,FS
110,111,FS
111,112,FS
111,113,FS
113,114,FS
113,115,FS
115,116,FS
116,117,FS
117,118,FS
123,124,FS
123,125,FS
125,126,FS
125,127,FS
127,128,FS
128,129,FS
129,130,FS
133,134,FS
134,135,FS
134,136,FS
136,137,FS
136,138,FS
138,139,FS
139,140,FS
140,141,FS
146,148,FS
147,149,FS
147,150,FS
149,151,FS
149,152,FS
154,155,FS
153,156,FS
156,157,FS
16,166,FS
166,167,FS
167,169,FS
169,170,FS
25,173,FS
16,174,FS
12,175,FS
28,176,FS
176,177,FS
175,178,FS
182,180,FS
33,181,FS
181,182,FS
177,185,FS
186,187,FS
193,194,FS
194,195,FS
182,197,FS
197,198,FS
198,199,FS
199,200,FS
200,201,FS
201,202,FS
202,203,FS
205,206,FS
206,207,FS
207,208,FS
208,209,FS
209,210,FS
209,211,FS
211,212,FS
209,213,FS
213,214,FS
213,215,FS
215,216,FS
216,217,FS
217,218,FS
205,220,FS
220,221,FS
207,222,FS
208,223,FS
223,224,FS
224,225,FS
211,226,FS
226,227,FS
213,228,FS
214,229,FS
215,230,FS
216,231,FS
231,232,FS
232,233,FS
220,235,FS
235,236,FS
222,237,FS
223,238,FS
224,239,FS
239,240,FS
226,241,FS
241,242,FS
228,243,FS
229,244,FS
230,245,FS
231,246,FS
246,247,FS
247,248,FS
235,250,FS
250,251,FS
237,252,FS
238,253,FS
253,254,FS
254,255,FS
241,256,FS
256,257,FS
243,258,FS
244,259,FS
245,260,FS
246,261,FS
261,262,FS
262,263,FS
250,265,FS
265,266,FS
252,267,FS
253,268,FS
268,269,FS
269,270,FS
256,271,FS
271,272,FS
258,273,FS
259,274,FS
259,275,FS
261,276,FS
276,277,FS
277,278,FS
265,280,FS
280,281,FS
252,282,FS
253,283,FS
283,284,FS
284,285,FS
256,286,FS
286,287,FS
258,288,FS
259,289,FS
288,290,FS
261,291,FS
291,292,FS
292,293,FS
280,295,FS
295,296,FS
252,297,FS
253,298,FS
254,299,FS
299,300,FS
256,301,FS
301,302,FS
258,303,FS
259,304,FS
303,305,FS
261,306,FS
306,307,FS
307,308,FS
256,309,FS
239,310,FS
310,311,FS
310,312,FS
312,313,FS
314,315,FS
315,316,FS
316,318,FS
318,319,FS
320,321,FS
321,322,FS
324,325,FS
325,326,FS
326,327,FS
327,328,FS
328,329,FS
343,344,FS
343,345,FS
342,346,FS
344,347,FS
349,350,FS
348,353,FS
353,354,FS
346,355,FS
173,358,FS
16,359,FS
12,360,FS
28,361,FS
361,362,FS
360,363,FS
182,366,FS
366,367,FS
367,368,FS
362,370,FS
371,373,FS
372,374,FS
376,378,FS
386,388,FS
386,389,FS
389,390,FS
390,391,FS
391,392,FS
402,403,FS
403,404,FS
453,405,FS
405,406,FS
407,408,FS
408,409,FS
409,410,FS
410,411,FS
413,414,FS
414,415,FS
415,416,FS
416,417,FS
416,418,FS
397,420,FS
420,421,FS
421,422,FS
422,423,FS
423,424,FS
424,425,FS
425,426,FS
426,427,FS
427,428,FS
429,430,FS
429,431,FS
431,432,FS
432,433,FS
433,434,FS
434,435,FS
434,436,FS
432,437,FS
432,438,FS
432,439,FS
432,440,FS
440,441,FS
441,442,FS
442,443,FS
443,444,FS
438,445,FS
441,446,FS
447,448,FS
448,449,FS
449,450,FS
450,451,FS
451,452,FS
452,453,FS
453,454,FS
454,455,FS
454,456,FS
456,457,FS
540,458,FS
458,459,FS
461,462,FS
462,463,FS
463,464,FS
464,465,FS
465,466,FS
466,467,FS
467,468,FS
468,469,FS
470,471,FS
473,472,FS
491,473,FS
473,474,FS
474,475,FS
474,476,FS
474,477,FS
477,478,FS
478,479,FS
479,480,FS
480,481,FS
480,482,FS
484,483,FS
482,485,FS
485,486,FS
486,487,FS
487,488,FS
491,492,FS
492,493,FS
493,494,FS
494,495,FS
461,497,FS
497,498,FS
498,499,FS
499,500,FS
500,501,FS
501,502,FS
502,503,FS
503,504,FS
506,507,FS
507,508,FS
508,509,FS
509,510,FS
510,511,FS
511,512,FS
512,513,FS
513,514,FS
515,516,FS
514,517,FS
519,520,FS
520,521,FS
521,522,FS
522,523,FS
523,524,FS
524,525,FS
525,526,FS
526,527,FS
528,529,FS
530,531,FS
531,532,FS
532,533,FS
533,534,FS
534,535,FS
535,536,FS
538,537,FS
529,539,FS
539,540,FS
542,541,FS
540,542,FS
545,546,FS
548,547,FS
536,548,FS
568,566,FS
568,567,FS
568,569,FS
569,570,FS
570,571,FS
571,572,FS
572,573,FS
573,574,FS
600,586,FS
590,591,FS
593,594,FS
594,595,FS
595,596,FS
596,597,FS
595,598,FS
598,599,FS
599,600,FS
600,601,FS
601,602,FS
593,603,FS
603,604,FS
603,605,FS
603,606,FS
606,607,FS
607,608,FS
608,609,FS
593,610,FS
610,611,FS
611,612,FS
625,628,FS
628,629,FS
629,630,FS
630,632,FS
632,633,FS
633,634,FS
634,635,FS
635,636,FS
636,638,FS
638,639,FS
639,640,FS
640,641,FS
641,642,FS
195,668,FS
668,671,FS
671,672,FS
672,673,FS
675,674,FS
672,675,FS
672,676,FS
678,679,FS
679,681,FS
681,682,FS
797,684,FS
778,685,FS
678,686,FS
678,687,FS
666,689,FS
687,690,FS
687,691,FS
690,692,FS
694,693,FS
695,694,FS
689,697,FS
689,698,FS
689,699,FS
692,700,FS
693,701,FS
694,702,FS
