source,target,type
4,6,FS
2,7,FS
7,8,FS
8,9,FS
7,15,FS
15,16,FS
16,17,FS
13,19,FS
19,20,FS
20,21,FS
21,22,FS
22,23,FS
23,24,FS
24,25,FS
25,26,FS
13,28,FS
28,29,FS
29,30,FS
30,31,FS
31,32,FS
32,33,FS
13,35,FS
35,36,FS
36,37,FS
37,38,FS
38,39,FS
39,40,FS
40,41,FS
41,42,FS
42,43,FS
43,44,FS
44,45,FS
15,47,FS
47,48,FS
48,49,FS
49,50,FS
50,51,FS
51,52,FS
52,53,FS
53,54,FS
54,55,FS
55,56,FS
13,58,FS
58,59,FS
59,60,FS
60,61,FS
61,62,FS
16,65,FS
13,66,FS
67,68,FS
68,69,FS
69,70,FS
70,71,FS
71,72,FS
72,73,FS
13,74,FS
75,76,FS
76,77,FS
77,78,FS
78,79,FS
79,80,FS
73,82,FS
82,83,FS
83,84,FS
13,85,FS
86,87,FS
87,88,FS
88,89,FS
89,90,FS
90,91,FS
91,92,FS
70,93,FS
94,95,FS
95,96,FS
96,97,FS
97,98,FS
98,99,FS
99,100,FS
70,101,FS
102,103,FS
103,104,FS
104,105,FS
105,106,FS
106,107,FS
107,108,FS
70,109,FS
110,111,FS
111,112,FS
112,113,FS
113,114,FS
114,115,FS
115,116,FS
70,117,FS
118,119,FS
119,120,FS
120,121,FS
121,122,FS
122,123,FS
123,124,FS
70,125,FS
126,127,FS
127,128,FS
128,129,FS
129,130,FS
130,131,FS
131,132,FS
125,133,FS
133,134,FS
136,137,FS
137,138,FS
138,139,FS
139,140,FS
140,141,FS
133,142,FS
133,143,FS
134,144,FS
133,146,FS
146,147,FS
147,148,FS
148,149,FS
149,150,FS
150,151,FS
133,154,FS
154,155,FS
154,156,FS
156,157,FS
157,158,FS
158,159,FS
159,160,FS
160,163,FS
133,164,FS
9,165,FS
165,166,FS
166,167,FS
166,168,FS
168,169,FS
169,170,FS
168,171,FS
171,172,FS
13,176,FS
176,177,FS
177,178,FS
178,179,FS
179,180,FS
180,182,FS
182,183,FS
183,185,FS
185,186,FS
186,187,FS
171,190,FS
190,191,FS
191,192,FS
190,193,FS
190,194,FS
194,195,FS
194,196,FS
194,197,FS
197,199,FS
199,200,FS
200,201,FS
201,202,FS
202,203,FS
197,205,FS
205,206,FS
206,207,FS
207,208,FS
208,209,FS
198,211,FS
211,212,FS
212,213,FS
213,214,FS
214,215,FS
215,216,FS
216,219,FS
219,220,FS
218,221,FS
221,222,FS
222,223,FS
223,224,FS
224,225,FS
225,228,FS
228,229,FS
228,230,FS
230,233,FS
233,234,FS
233,236,FS
236,237,FS
237,238,FS
238,239,FS
239,240,FS
240,241,FS
233,242,FS
242,243,FS
243,244,FS
