source,target,type
27,4,FS
349,24,FS
176,25,FS
611,26,FS
625,27,FS
707,28,FS
674,30,FS
679,33,FS
87,34,FS
609,36,FS
43,44,FS
54,55,FS
55,56,FS
56,57,FS
56,58,FS
58,59,FS
58,61,FS
63,64,FS
64,66,FS
66,67,FS
67,68,FS
70,71,FS
71,72,FS
70,73,FS
72,74,FS
74,75,FS
75,76,FS
76,77,FS
70,78,FS
78,79,FS
79,80,FS
80,81,FS
81,82,FS
82,83,FS
83,84,FS
84,85,FS
85,86,FS
86,87,FS
85,89,FS
89,90,FS
90,91,FS
91,92,FS
92,93,FS
93,94,FS
94,95,FS
98,99,FS
106,100,FS
101,102,FS
103,104,FS
97,105,FS
105,106,FS
108,110,FS
108,111,FS
108,112,FS
112,114,FS
110,115,FS
115,116,FS
116,117,FS
114,118,FS
117,119,FS
118,120,FS
120,121,FS
121,122,FS
122,123,FS
122,124,FS
123,125,FS
125,126,FS
16,129,FS
136,139,FS
139,140,FS
139,141,FS
140,142,FS
142,143,FS
143,144,FS
144,145,FS
145,146,FS
146,147,FS
146,148,FS
149,151,FS
151,152,FS
152,153,FS
153,154,FS
154,155,FS
147,156,FS
156,157,FS
155,158,FS
155,159,FS
163,167,FS
168,169,FS
169,170,FS
167,171,FS
171,172,FS
172,173,FS
173,174,FS
174,175,FS
171,176,FS
178,180,FS
180,181,FS
181,182,FS
181,184,FS
184,186,FS
184,187,FS
187,188,FS
188,189,FS
188,190,FS
190,191,FS
191,192,FS
184,194,FS
188,195,FS
195,196,FS
189,197,FS
197,198,FS
198,199,FS
194,201,FS
195,202,FS
196,203,FS
197,204,FS
204,205,FS
205,206,FS
206,207,FS
192,209,FS
209,210,FS
209,211,FS
210,212,FS
212,213,FS
213,214,FS
178,217,FS
217,218,FS
218,219,FS
219,220,FS
201,223,FS
223,224,FS
204,226,FS
226,227,FS
227,228,FS
228,230,FS
231,233,FS
233,234,FS
178,237,FS
237,238,FS
238,239,FS
239,240,FS
201,243,FS
243,244,FS
203,245,FS
204,246,FS
246,247,FS
247,248,FS
248,250,FS
250,251,FS
250,252,FS
251,253,FS
253,254,FS
254,255,FS
182,257,FS
257,258,FS
258,259,FS
259,260,FS
260,261,FS
261,262,FS
262,263,FS
204,264,FS
264,265,FS
178,268,FS
268,269,FS
269,271,FS
271,272,FS
272,273,FS
273,274,FS
274,275,FS
274,276,FS
276,277,FS
277,278,FS
278,279,FS
278,280,FS
279,281,FS
279,282,FS
279,283,FS
279,284,FS
278,285,FS
285,288,FS
449,289,FS
289,290,FS
290,291,FS
291,292,FS
289,293,FS
293,294,FS
296,297,FS
299,300,FS
301,302,FS
302,303,FS
303,304,FS
302,305,FS
305,306,FS
306,307,FS
306,308,FS
280,309,FS
307,310,FS
586,314,FS
314,315,FS
315,317,FS
317,318,FS
318,319,FS
319,320,FS
320,321,FS
321,322,FS
164,324,FS
324,325,FS
325,326,FS
326,328,FS
329,330,FS
330,331,FS
331,332,FS
332,333,FS
160,335,FS
335,336,FS
335,338,FS
338,339,FS
339,340,FS
340,341,FS
322,344,FS
344,345,FS
345,346,FS
346,347,FS
347,348,FS
348,349,FS
10,351,FS
351,352,FS
352,353,FS
353,354,FS
355,356,FS
356,357,FS
359,360,FS
360,361,FS
363,364,FS
364,365,FS
14,367,FS
374,375,FS
379,380,FS
379,382,FS
382,383,FS
383,384,FS
384,385,FS
385,386,FS
391,392,FS
394,395,FS
400,401,FS
400,402,FS
402,403,FS
403,404,FS
404,405,FS
403,406,FS
407,408,FS
408,409,FS
409,410,FS
410,411,FS
409,412,FS
412,413,FS
413,414,FS
414,415,FS
415,416,FS
418,420,FS
420,421,FS
421,422,FS
422,423,FS
423,424,FS
424,425,FS
425,426,FS
426,427,FS
427,428,FS
428,429,FS
429,430,FS
430,431,FS
434,435,FS
10,437,FS
440,441,FS
441,442,FS
442,443,FS
443,444,FS
444,445,FS
433,447,FS
447,448,FS
448,449,FS
449,450,FS
450,451,FS
451,452,FS
450,454,FS
456,457,FS
458,459,FS
459,461,FS
461,462,FS
462,463,FS
463,464,FS
464,465,FS
463,466,FS
467,468,FS
468,469,FS
472,473,FS
473,474,FS
356,476,FS
476,477,FS
478,480,FS
459,482,FS
484,485,FS
484,486,FS
486,487,FS
468,488,FS
489,490,FS
490,491,FS
487,494,FS
487,495,FS
495,496,FS
496,497,FS
497,498,FS
498,499,FS
499,500,FS
500,501,FS
503,504,FS
503,505,FS
505,506,FS
506,507,FS
507,508,FS
508,509,FS
509,510,FS
355,511,FS
509,512,FS
510,514,FS
514,516,FS
518,517,FS
518,519,FS
519,520,FS
520,521,FS
520,522,FS
522,523,FS
523,524,FS
524,525,FS
525,526,FS
526,527,FS
527,528,FS
510,530,FS
530,531,FS
531,532,FS
530,533,FS
519,534,FS
534,535,FS
535,536,FS
534,537,FS
534,538,FS
692,541,FS
541,542,FS
542,543,FS
543,544,FS
544,545,FS
545,546,FS
546,547,FS
547,548,FS
548,549,FS
549,550,FS
550,551,FS
551,552,FS
552,553,FS
553,555,FS
555,557,FS
560,561,FS
561,562,FS
561,563,FS
561,564,FS
559,565,FS
564,566,FS
566,567,FS
582,569,FS
569,570,FS
570,571,FS
571,572,FS
572,573,FS
573,574,FS
555,576,FS
576,577,FS
576,578,FS
578,579,FS
579,580,FS
580,581,FS
581,582,FS
7,584,FS
586,588,FS
588,589,FS
589,590,FS
590,591,FS
591,592,FS
592,593,FS
593,594,FS
594,595,FS
597,598,FS
598,599,FS
599,600,FS
600,601,FS
599,602,FS
602,603,FS
584,604,FS
584,605,FS
603,606,FS
604,607,FS
608,609,FS
610,611,FS
555,616,FS
616,617,FS
617,618,FS
618,619,FS
619,620,FS
619,621,FS
621,622,FS
622,623,FS
623,624,FS
624,625,FS
566,627,FS
9,632,FS
632,633,FS
633,634,FS
634,635,FS
635,636,FS
636,637,FS
636,638,FS
638,639,FS
639,640,FS
640,641,FS
641,642,FS
642,643,FS
641,647,FS
647,648,FS
648,649,FS
649,650,FS
650,651,FS
651,652,FS
652,653,FS
664,655,FS
310,657,FS
657,658,FS
658,659,FS
659,660,FS
660,661,FS
661,662,FS
662,663,FS
657,664,FS
18,668,FS
681,671,FS
13,678,FS
678,679,FS
17,681,FS
355,682,FS
683,684,FS
683,685,FS
686,688,FS
685,689,FS
689,690,FS
690,691,FS
690,692,FS
694,695,FS
695,696,FS
3,699,FS
699,700,FS
700,701,FS
701,702,FS
681,704,FS
704,705,FS
704,706,FS
705,707,FS
705,710,FS
710,711,FS
681,714,FS
714,715,FS
715,716,FS
714,717,FS
739,718,FS
718,719,FS
718,720,FS
720,721,FS
721,722,FS
722,723,FS
723,724,FS
681,726,FS
726,727,FS
726,728,FS
717,729,FS
729,730,FS
